DATE,BT01,BT02,BT03,BT04,BT05,BT06,BT07,BT08,BT09,BT10,BT11,BT12,BT13,BT14,BT15,BT16
2016/8/1,20763943,6935815,3476,1437358,423936,8753961,5691631,1092652,18299208,8484521,2607378,1002575,326913,4181308,89541,5138829
2016/8/2,19155718,5380511,2837,1207695,398859,7831033,5463524,1041835,13349302,7642059,2533075,846980,302808,3453509,84446,4859815
2016/8/3,19519737,5398678,3122,1293491,381276,7954545,5066749,954334,13566906,7859204,2528616,689645,286130,3463492,87614,4770716
2016/8/4,18802329,5359344,3325,1206994,352383,7982228,4902088,1011217,13253991,7702413,2462017,850373,300326,3320695,89976,4627100
2016/8/5,19800497,5466299,3598,1218876,338840,8175072,4950382,852798,13801201,8221242,2590199,637880,257060,3391019,98449,4748624
2016/8/6,14007512,3573656,0,597148,169791,5367070,4360209,293594,8110830,5833507,1721067,213173,87020,1581761,63900,4410992
2016/8/7,12834939,3117481,0,511284,139103,4899209,4214173,279271,7140217,5746821,1383886,174905,83181,1447904,67427,4363207
2016/8/8,19517651,5901771,3457,1223829,337096,8486082,4774489,1016225,14620689,8182932,2486541,760588,307979,3550009,111706,4894379
2016/8/9,19755700,5748243,2928,1302269,395210,8496730,5643355,1068285,14298719,8186172,2479256,572650,273356,3352419,102325,7277663
2016/8/10,20830839,6186364,3202,1198228,405980,8860396,6014736,945727,15184508,8327419,2546033,1143797,273067,3508808,108216,4410833
2016/8/11,19861419,5929059,3272,1212450,374276,8537290,5466348,861060,14455011,8123782,2566117,894709,249004,3439811,112829,4445086
2016/8/12,18891999,5671753,3342,1226671,342572,8214183,4917959,776393,13725513,7920144,2586200,645620,224940,3370813,117441,4479338
2016/8/13,14416619,3722353,3,586123,204061,5984056,4323233,288795,8505735,5927153,1786020,207608,85571,1634365,86084,4136453
2016/8/14,13008427,3269019,3,522786,148859,5197473,4144074,267853,7456205,5701529,1340507,172723,80112,1453626,95511,4024768
2016/8/15,16756734,4809494,1501,896007,321831,7277427,4716008,679382,11610345,7176001,1865889,493549,182438,2530128,101449,4428148
2016/8/16,20505040,6349968,2998,1269227,494802,9357380,5287941,1090911,15764484,8650472,2391271,814374,284763,3606629,107386,4831527
2016/8/17,19091832,5651339,2727,1190277,452142,8377354,4843169,835862,14075005,7768614,2342618,658479,251736,3383256,105715,4509966
2016/8/18,18481715,5719072,2884,1179513,436788,8422162,4825343,868649,13956905,7810250,2479019,785292,270007,3385606,115505,4387705
2016/8/19,18553052,5782355,3107,1229708,395930,8453498,4803966,803713,14000489,8062121,2255623,634153,245850,3477391,123749,4437582
2016/8/20,14834414,4027089,1,624153,222068,6289078,4451151,304465,9256226,6334689,1524769,198599,90421,1655723,80749,4269680
2016/8/21,13516420,3507328,2,558740,159175,5510344,4239578,273658,7916597,5936242,1415620,171305,79630,1514432,71594,4067776
2016/8/22,20056740,6281659,3296,1260038,393755,9214206,4956473,993364,15590751,8465908,2507778,953737,310291,3740890,119148,4378822
2016/8/23,20638372,6041351,3252,1272202,406862,9019747,4861337,1204864,14888975,8256138,2607052,611839,294966,3548144,107654,4458624
2016/8/24,20201637,5942921,3087,1258214,383799,8716678,4777621,840234,14433360,8213942,2623500,532155,258939,3617394,108573,4435462
2016/8/25,21843781,6429778,3354,1292785,386917,9617863,4994698,847799,15399179,8495598,2841608,646509,260600,3671409,136072,4512098
2016/8/26,20131130,6935953,3392,1284993,353266,8879960,4920935,780390,14828799,8567605,2547897,568154,235762,3711114,134142,4555849
2016/8/27,14968205,5203471,0,594848,192571,6242645,4493417,290866,9143408,6596418,1505640,203140,84659,1655900,61928,4281741
2016/8/28,14317842,4674469,0,550275,154954,5704507,4514950,284381,8205378,6414794,1404456,178863,81876,1535968,55175,4215029
2016/8/29,20097315,7289252,3411,1315901,370966,9326692,4929879,960737,15467387,8600881,2326414,676502,292967,4129059,107376,4446373
2016/8/30,19869360,6582800,3074,1345385,406960,9164845,4932750,1040789,15026492,8406705,2237025,553470,289684,3897965,105080,4558519
2016/8/31,20634793,6308502,3162,1390885,370488,9295692,5131117,894218,15626739,8526614,2356350,563114,270520,3964816,108731,4675541
2016/9/1,21740630,6302611,3231,1367442,390358,9203993,5970286,907091,15401674,8362567,2847607,508544,276420,4055915,110366,5273639
2016/9/2,21448812,6030202,3204,1277448,368928,9354275,5662667,799602,14833533,8440614,2823035,634630,242645,3487919,99918,5231531
2016/9/3,16822378,4147019,1,576243,191256,6919002,5016474,301587,9282464,6644663,2006242,227132,90929,1735636,55243,4740777
2016/9/4,15871298,3854833,0,506263,157603,6198813,4872836,282169,8329143,6448944,1809560,182518,83706,1576964,52089,4576627
2016/9/5,22761988,6469414,2868,1229050,373638,10044897,5350571,970886,15956522,8902048,3035882,683111,298703,3786735,103385,4874610
2016/9/6,20718506,5949904,2868,1184629,408361,9245994,5142047,986291,14921915,8207426,2760629,659578,282863,3462918,102603,4847070
2016/9/7,19454828,5742202,3205,1136035,431271,8891232,5016615,856832,14045559,8067606,2385563,944332,257395,3327831,99450,4767234
2016/9/8,20476785,6117664,3149,1150557,385703,9461549,5118982,859189,14620978,7957975,2548728,590696,255260,3435505,104037,4884976
2016/9/9,21498028,6492352,3553,1219651,369747,9593195,6315039,799414,15367013,8673914,2635227,566286,238588,3527045,93460,5096853
2016/9/10,17488770,4491973,0,584028,201363,7243235,6010234,319865,10120027,6895536,1885114,207594,94448,1774473,54145,5181916
2016/9/11,15213396,3829548,3,488634,156472,6201755,5011764,295641,8197525,6456872,1622876,177218,87293,1547209,54052,4605285
2016/9/12,22553750,6877100,3191,1187081,404070,10336060,5490845,984184,16513050,9001613,2864811,762367,305267,3864260,101795,4871870
2016/9/13,21509967,6652453,3181,1220927,364958,9860144,5095169,925228,15648188,8763572,2744731,648888,262140,3557314,106230,5023376
2016/9/14,23265226,7256405,3802,1275122,327664,11122698,5426818,789365,17004389,9636915,2434004,661173,234562,4016722,98568,5827263
2016/9/15,15044925,3851313,0,605859,146426,5920936,4608959,245148,7737650,6603132,1189117,286885,66622,1603893,53144,8253834
2016/9/16,14404463,3707377,0,488212,140304,5792313,4648411,275191,8195139,5999453,1443431,286662,80185,1568491,49636,4757324
2016/9/17,15205925,3723647,1,453066,140383,6130047,4675572,284855,8384555,5954860,1663947,185836,85057,1531506,50437,4665373
2016/9/18,21337901,5955138,3128,1090075,256628,9018829,5177511,789885,14551027,7970974,2570941,224876,249710,3768529,87462,4879618
2016/9/19,21252394,6574077,2896,1191733,375471,9758675,5254563,1047865,16204855,8381657,2556325,751774,326100,3631683,100962,4883519
2016/9/20,21437061,6690477,3072,1178687,393968,9641971,5338891,952255,15943254,8485888,2506272,511377,276243,3697327,104561,5078392
2016/9/21,20695501,6358186,3191,1265793,372250,9226019,5215505,856174,15314683,8267302,2498254,757590,256394,3729212,101716,5058382
2016/9/22,20507312,6292955,3282,1169098,386052,9164914,5146245,845590,14978514,8212052,2547285,859444,254196,3621360,103909,4958545
2016/9/23,21517606,6466889,3400,1232223,389224,9101374,5201150,808505,15149284,8622443,2800156,675946,241683,3783164,102472,5056286
2016/9/24,17375459,4399474,2,501104,193567,6990704,4866247,307459,9754854,6838727,2015308,204794,87855,1761766,54991,4919194
2016/9/25,17862058,4118709,5,460250,165484,6782219,4835746,303864,9151137,6819389,2154815,181840,86609,1642418,69696,4840927
2016/9/26,22450394,6933171,3523,1284298,376089,10362623,5303106,1044727,16648978,9119033,2806639,718161,309259,4152533,115963,5126466
2016/9/27,21565973,6737400,3511,1295412,393199,10315303,5279988,969125,15962094,8912169,2474960,576391,282045,4062856,120139,5247566
2016/9/28,21522869,6759376,3446,1369641,356724,10472741,5272961,905193,16172417,8887854,2321100,635152,264775,4152433,138246,5236531
2016/9/29,23449495,6974957,3843,1453382,345605,11218663,5228682,953506,16991341,9141946,2415762,638795,282206,4329489,151660,5337946
2016/9/30,25283428,7930503,4937,1587759,331936,10916996,5759243,1052534,19490847,10685553,2526470,586806,285034,4604552,177504,5781325
2016/10/1,15865584,4072713,432,597355,155467,5352337,5540655,228130,8113844,7411069,1660212,186891,58854,1939165,81759,6324499
2016/10/2,13395366,3403523,0,545470,124372,4440825,4986668,200560,7030842,6342942,1546050,165754,52646,1551732,81899,5271694
2016/10/3,13127110,3405326,0,456669,121137,4442427,4721229,208402,6896651,6155455,1628474,345215,56044,1486502,71465,4992437
2016/10/4,13552267,3567689,3,469316,128924,4808562,4662303,234688,7986931,6083963,1646715,406499,64085,1538572,74219,4898598
2016/10/5,13591412,3647962,2,503213,131938,4946170,4644050,255986,8222703,6064012,1728714,396031,71492,1550553,83484,4847888
2016/10/6,13630557,3728235,0,537109,134952,5083778,4625797,277284,8458474,6044061,1810713,385562,78898,1562534,92749,4797177
2016/10/7,13772545,4059292,0,515589,147103,5426854,4944677,351684,8905161,6125196,1595208,450244,104298,1627193,94165,4986638
2016/10/8,22107388,6616499,4606,1515882,279443,9512197,5547804,1071255,16572321,8907078,2890742,286476,342973,4622196,138861,5218578
2016/10/9,20823904,5979241,2969,1304112,255657,8630184,6405089,836424,14968027,8008975,2675938,233247,270090,3397707,135669,5278189
2016/10/10,23519898,7411163,2500,1392933,467649,10245882,6989792,1337430,18325736,9141176,2900283,1001231,401122,3781045,148768,5477077
2016/10/11,20995280,6652259,3219,1319709,559000,9222738,5903989,1121642,16664447,8639000,2654414,654973,340736,3735349,156351,5414746
2016/10/12,20483850,6462850,3201,1257632,464671,8995323,5546224,962848,15749260,8301353,2788476,475120,286079,3650272,147129,5212365
2016/10/13,19677428,6402215,3310,1287049,408066,9095898,5229830,908175,15606362,8400933,2776796,596825,273635,3629275,162397,5257672
2016/10/14,19946332,6633399,3572,1377334,375727,9406872,5335918,817376,15958526,8809805,2495017,478648,243031,3764525,159144,5508801
2016/10/15,16183166,4663103,0,794156,207140,7078469,5187414,308799,11125475,6869724,1596582,196359,90229,1770248,124726,5477190
2016/10/16,14114787,3991579,1,730011,157844,6182181,5008287,287919,9207199,6536178,1471770,173347,83016,1639710,140101,5285654
2016/10/17,20408392,7025104,3245,1470633,397822,10303947,5376995,987201,17361315,8828112,2750388,480333,303860,4067569,193050,5509846
2016/10/18,19263675,6593251,3362,1457684,433510,9744157,5295010,979238,16143756,8346595,2638306,692914,284227,3856447,206143,5556079
2016/10/19,18272412,6337615,3148,1460125,444620,9761128,5180677,863465,15669520,8247840,2543741,515958,257086,3919450,222049,5502716
2016/10/20,19319801,6681426,3366,1480562,393714,10711013,5300781,851292,16229252,8576323,2557178,543900,258256,3841554,278231,5773175
2016/10/21,17979700,6248961,3462,1460098,363415,8640499,5218209,789199,14518660,8705862,2435627,509523,233048,3722571,193191,5724385
2016/10/22,13803650,4327928,0,763658,198960,5949571,4815075,300109,9359061,6579184,1634657,205597,86325,1789287,134948,5515530
2016/10/23,14485680,3486056,537,668783,175872,5560475,4924381,3272262,6744050,6718803,1783420,183590,100412,1427728,144926,5397778
2016/10/24,21013998,6900598,3173,1642441,439017,9485137,5189613,1013430,16287956,9131977,3094441,541773,324831,4026176,185265,5578206
2016/10/25,21851967,7155221,3194,1581465,503460,9745211,5283301,1076209,16315609,9291521,3233413,627862,297206,4009622,178597,5760637
2016/10/26,18464686,6422149,2069,1528663,496351,8307690,5323818,976674,15098244,8352575,2835771,724121,309246,4121391,165621,5341046
2016/10/27,18383118,6559231,5202,1758183,359375,9580529,5021031,1626257,15280571,9290369,2623209,494327,229046,4185730,154425,6157610
2016/10/28,17966732,6379453,3650,1610707,364914,8753382,5343129,998010,14570763,8996094,2375647,493133,233741,4158765,147778,5942538
2016/10/29,13670800,4327069,0,774665,188062,5759311,4929110,287576,9062487,6894065,1502351,215933,96127,1762084,84694,5563737
2016/10/30,12893670,3929484,1,708017,157670,5409568,5000828,507315,7521984,6904046,1485353,182915,93752,1656932,99322,5493647
2016/10/31,18602672,7166066,3283,1687360,356993,9686609,5645411,950759,14881615,9413209,2544803,629174,297274,4576782,147277,6039412
2016/11/1,20027303,7150660,3037,1682336,406745,9628571,6305190,968782,14823372,9140564,3026052,715614,299305,4004018,145325,6863544
2016/11/2,19274201,6814918,3317,1529296,426536,9031720,5934580,854017,13827513,8966912,3061630,859885,269437,3560600,134493,6629578
2016/11/3,16713051,6646260,3315,1485497,400509,9015551,5515712,856629,12913998,8667992,2963769,838269,265552,3514901,133961,6415363
2016/11/4,15994562,6365837,3424,1364600,376922,8764194,5342545,830329,12755907,9132052,2845182,683775,249380,3456606,121749,6435146
2016/11/5,13502286,4501220,0,763353,212807,6556119,5136510,1101432,8300059,7617948,2463164,230985,110162,1863253,75610,6482871
2016/11/6,11792078,3869056,0,656724,162852,5323246,4900782,785006,6936447,6848030,1898877,195902,101283,1579602,78235,5950887
2016/11/7,14999199,6648854,3635,1432907,368169,8806393,5291236,984704,13135533,8850858,2680839,699582,313923,3704549,113601,6251053
2016/11/8,15430529,6592496,3357,1527993,413555,8591776,5394500,936645,12942026,8743768,2740269,646466,297244,3493500,107498,6213677
2016/11/9,15383609,6776967,3542,1386577,407816,8390831,6265036,891268,13196014,8872449,2696499,3029734,276536,3506313,115872,6092791
2016/11/10,18586920,7210874,3181,1463432,399708,9735109,6622725,866520,14076754,9644174,2894330,1137957,276075,3659228,117604,6340151
2016/11/11,16353159,7466606,3646,1693451,436511,9286345,12420035,801476,13591732,9827022,2780360,1088343,254786,3568954,111072,7480794
2016/11/12,12230691,4436241,0,722792,235338,5887513,5428752,306610,7954196,6830799,2105614,279266,103040,1716779,71649,5881428
2016/11/13,11543145,3825201,4,637350,172023,5169416,4741790,297255,7068186,6684995,1967401,209083,100504,674208,66204,5747631
2016/11/14,15487071,6722814,3499,1399792,445227,8861657,5062806,983445,13605924,9003614,2621554,1391022,319027,2729721,126044,5978465
2016/11/15,16572711,7562144,3224,1438076,480262,9876294,5485700,915541,14588680,9438396,2518587,977080,288897,2699670,117846,6304067
2016/11/16,15673837,6722533,3258,1385641,460128,8836687,5262423,840788,13540658,8847588,2470755,889354,264235,2526606,121291,6299362
2016/11/17,14972036,6176481,3305,1374730,403608,8456797,4961763,802333,12389768,8380978,2664681,610672,259798,2404575,111703,6059652
2016/11/18,14887023,6400331,3409,1420978,382030,8684832,5084851,750175,12639339,8886079,2664025,1028351,237507,2543765,120997,6254659
2016/11/19,11340372,4259284,0,698713,198167,5654508,4798692,294834,7743790,6718109,1612164,225840,100201,795132,67969,5882016
2016/11/20,11080730,3989574,8,762901,163948,5381782,4966144,297809,7348791,6829634,1551832,195754,102630,647009,72770,5937943
2016/11/21,15087736,6711893,3550,1403465,394034,8980458,5326659,993791,13329802,9110104,2663007,844250,316774,2843380,127333,6237238
2016/11/22,15078655,6450233,3503,1392317,443376,8605948,5307363,906367,12723101,9013495,2742897,700082,290090,2702044,122255,6206848
2016/11/23,15069573,6188573,3456,1381169,492717,8231437,5288067,818943,12116400,8916886,2822787,555913,263406,2560708,117176,6176457
2016/11/24,15537594,6151190,3260,1430035,407086,8328034,5236573,807446,12382262,8892692,2779064,783994,261324,2534827,114991,6510201
2016/11/25,17131247,6699395,3666,1528292,391261,9155815,5378990,797807,13562884,9743320,3031859,1020500,249829,2755456,134400,6272867
2016/11/26,11697507,4304328,7,704194,235555,5862548,4979344,302816,7983028,7111381,1887892,227545,101622,834154,79650,5952880
2016/11/27,11007968,3818837,9,639602,176063,5196700,4999323,281811,7076783,6966293,1517015,192841,96069,721217,77698,5848906
2016/11/28,15632864,6912173,3312,1520622,433271,9378882,5519910,969514,13800470,9534089,2717602,1051352,309254,3216013,143110,6259892
2016/11/29,15127722,6781847,3478,1608115,490144,9321570,5218837,891709,13377673,9211105,2537462,667285,290521,3108684,139194,6204684
2016/11/30,16253955,7250532,3098,1659944,430075,10070486,5438438,887054,14468768,9748695,2671464,655380,284365,3210567,147696,6506971
2016/12/1,18203682,7602208,3257,1701747,434208,10284652,6416213,908856,14343742,9313863,3078824,997091,290022,3085058,127158,7397805
2016/12/2,15755662,6144959,1629,1225336,322535,8357297,5850875,613409,11458956,8312139,2602124,614488,198493,1987636,112233,7022672
2016/12/3,13307641,4687710,0,748925,210862,6429942,5285537,317962,8574170,7310414,2125424,231885,106964,890213,97308,6647539
2016/12/4,12625944,4222202,4,696577,175595,5731794,5135345,305439,7539913,7097387,1945219,194589,102800,754844,83078,6772559
2016/12/5,17779297,7141901,3477,1567284,393960,9856396,5524708,1028437,14286932,9804305,3293040,924544,315218,2981653,138150,6949925
2016/12/6,16217196,6616615,3244,1536505,392776,9183466,5260318,969089,13300179,9228332,2931136,738249,288051,2656139,132856,6833743
2016/12/7,15237378,6367038,3252,1517117,376470,8518106,5068421,870713,12863596,8882209,2639548,535034,260160,2621971,135787,6865993
2016/12/8,15503028,6447661,3173,1507919,372994,8722466,5149994,890459,12974829,9054177,2699683,744534,270282,2586663,137045,6730825
2016/12/9,16196018,6800885,3746,1575033,346997,9071384,6398866,818251,13613872,9571218,2749342,641828,253287,2818186,132770,7130841
2016/12/10,13102357,4754479,0,781455,198179,6718564,7034961,329778,8890203,7763029,2035824,222597,108993,917059,79068,6777534
2016/12/11,11857060,4066858,5,724319,164607,5525801,5478057,317793,7543628,7067677,1801898,190521,107328,734935,73491,6673715
2016/12/12,17100755,7235408,3651,1652489,383754,9887398,9319824,1076204,14623623,9997369,3152218,708585,332590,3151380,139983,7203029
2016/12/13,15626272,6591948,3222,1593159,423976,9034493,5297663,1025775,13327376,9326273,3002011,600948,311796,2761611,136425,6776781
2016/12/14,15244825,6362188,3221,1542245,353459,8683016,5144718,1009062,12950245,9371880,2544575,635341,295300,2746645,150178,6636816
2016/12/15,17143813,7358343,3573,1642818,364425,10360785,5727374,984003,14931407,9819874,2596065,1041645,295739,2963697,160106,6990688
2016/12/16,16147460,6812710,3401,1618067,344390,9415734,5552222,903213,14107020,9578349,2480183,836466,271632,2896046,156389,7224980
2016/12/17,12443358,4323405,6,911211,193283,6051818,5101070,333420,8393813,7046868,1874145,248280,129626,870302,103608,6766691
2016/12/18,11778809,3948682,0,662509,165050,5590062,5081761,327827,7443271,6887784,1733415,188728,131539,718475,95967,6649236
2016/12/19,16274960,6920505,3549,1588661,376481,9998490,5602514,1144282,14460511,9640334,2729466,685500,374653,3345933,154266,6977865
2016/12/20,16203901,7184556,3273,1650147,379594,10292232,5604711,1247722,14464548,9615646,2673928,863220,379440,3164015,166836,7285329
2016/12/21,15578980,6771462,3230,1716544,362478,9367567,5518440,1134775,13533517,9217680,2566606,847602,364179,3139693,162067,7767004
2016/12/22,16962102,6746772,3500,1750353,385907,9965315,5461268,1261251,14274992,9468177,2819475,684331,394610,3032040,160940,7256851
2016/12/23,17859435,6908003,3899,1867348,356289,10103123,5565826,1090372,14371827,10235566,3052721,547816,351192,3340473,157199,7469290
2016/12/24,13315163,4529271,1,865545,208626,6524073,5174316,383700,8752704,7635436,1991680,224190,168371,1025983,94363,8055362
2016/12/25,13899816,4479801,8,871459,190463,6188478,5617292,412567,8361966,7783169,2274048,232799,178605,882462,95529,8091165
2016/12/26,17121113,7152103,3346,1911260,400973,9988419,5801580,1597311,14962963,10220081,3036675,518579,454370,3894743,158322,7320014
2016/12/27,16498275,7219911,3340,1935721,402276,10037086,5596366,1243526,14964779,9842269,2663405,867713,426914,3483962,157602,7215451
2016/12/28,16084825,7144723,3461,1932192,375928,9833086,5642514,1213930,14975432,9765476,2581176,734136,415028,3588904,189882,7295248
2016/12/29,16577510,7318523,3685,1831532,378409,10417233,5421863,1221407,15212772,9679025,2609894,979474,419616,3621076,182584,7340148
2016/12/30,17732518,8059787,3641,2007323,348445,11045672,5878271,1220526,16614642,10636456,2622685,802334,390191,3909731,186539,7900274
2016/12/31,14803629,5597419,28,1149829,296553,7839798,5365586,481652,11086316,8752547,1916239,269416,204970,1884412,105412,7964922
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
