CLASS,END_D,END_DTSTR,END_T,EXCP,HQ_SEC,IO_CONN_SEC,IO_UNIT,JOB_NAME,JOB_NUM,JQ_SEC,MSO_UNIT,PAGE_IN,PAGE_OUT,PAGE_SWAP,REQUEST_D,REQUEST_T,RQ_SEC,SERV_CLASS,SERV_UNIT,SQ_SEC,SRB_CPU_MS,SRB_CPU_SEC,SRB_UNIT,SSCH,START_D,START_T,SYSTEM,TCB_CPU_MS,TCB_CPU_SEC,TCB_UNIT,TYPE,USER_NAME,START_DT,START_DTSTR,START_SEC,REQUEST_DT,REQUEST_SEC,END_DT,END_SEC,ELAPSED_SEC,CPU_SEC,CPU_MS,QUEUE_SEC,BATCH_DATE
200,2018/8/1,2018-08-01-00.05.19.920,00.05.19.92,327,0,0,1570,JN_041,JOB39268,0,1833,0,0,0,118213,31317,0,BATCH_D,61261,0,0,0,1499,660,118213,31410,MS1,72,0,56359,JES2,USER1,05:14.1,2018-08-01-00.05.14.000000,1533081914,05:13.2,1533081913,05:19.9,1533081920,5.820000172,0,72,0,2018/7/31
200,2018/8/1,2018-08-01-00.02.20.390,00.02.20.39,303,0,0,1450,JN_042,JOB37730,0,1690,0,0,0,118213,13366,0,BATCH_D,58984,2,0,0,1291,567,118213,13476,MS1,72,0,54553,JES2,USER1,02:14.8,2018-08-01-00.02.14.000000,1533081735,02:13.7,1533081734,02:20.4,1533081740,5.630000114,0,72,2,2018/7/31
200,2018/8/1,2018-08-01-00.01.00.910,00.01.00.91,1,0,0,0,JN_043,JOB36710,1,9,0,0,0,118213,5384,0,BATCH_D,1163,1,0,0,0,1,118213,6089,MS1,0,0,1154,JES2,USER1,01:00.9,2018-08-01-00.01.00.000000,1533081661,00:53.8,1533081654,01:00.9,1533081661,0.020000219,0,0,2,2018/7/31
200,2018/8/1,2018-08-01-00.01.04.430,00.01.04.43,1,0,0,0,JN_043,JOB36716,0,9,0,0,0,118213,5471,0,BATCH_D,1211,0,0,0,0,1,118213,6438,MS1,0,0,1202,JES2,USER2,01:04.4,2018-08-01-00.01.04.000000,1533081664,00:54.7,1533081655,01:04.4,1533081664,0.049999952,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.06.130,00.01.06.13,1,0,0,0,JN_043,JOB36717,0,9,0,0,0,118213,5558,0,BATCH_D,1096,0,0,0,0,1,118213,6610,MS1,0,0,1087,JES2,USER2,01:06.1,2018-08-01-00.01.06.000000,1533081666,00:55.6,1533081656,01:06.1,1533081666,0.029999971,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.09.540,00.01.09.54,1,0,0,0,JN_043,JOB36722,0,64,0,0,0,118213,5560,0,BATCH_D,5604,2,0,0,0,1,118213,6947,MS1,0,0,5540,JES2,USER2,01:09.5,2018-08-01-00.01.09.000000,1533081669,00:55.6,1533081656,01:09.5,1533081670,0.069999933,0,0,2,2018/7/31
200,2018/8/1,2018-08-01-00.01.10.480,00.01.10.48,1,0,0,0,JN_043,JOB36723,0,9,0,0,0,118213,5639,0,BATCH_D,1143,0,0,0,0,1,118213,7040,MS1,0,0,1134,JES2,USER2,01:10.4,2018-08-01-00.01.10.000000,1533081670,00:56.4,1533081656,01:10.5,1533081670,0.079999924,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.12.070,00.01.12.07,1,0,0,0,JN_043,JOB36724,0,9,0,0,0,118213,5645,0,BATCH_D,1229,0,0,0,0,1,118213,7204,MS1,0,0,1220,JES2,USER2,01:12.0,2018-08-01-00.01.12.000000,1533081672,00:56.4,1533081656,01:12.1,1533081672,0.03000021,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.12.880,00.01.12.88,1,0,0,0,JN_043,JOB36725,0,9,0,0,0,118213,5723,0,BATCH_D,1080,0,0,0,0,1,118213,7287,MS1,0,0,1071,JES2,USER2,01:12.9,2018-08-01-00.01.12.000000,1533081673,00:57.2,1533081657,01:12.9,1533081673,0.00999999,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.13.820,00.01.13.82,1,0,0,0,JN_043,JOB36726,0,9,0,0,0,118213,5726,0,BATCH_D,1219,0,0,0,0,1,118213,7378,MS1,0,0,1210,JES2,USER2,01:13.8,2018-08-01-00.01.13.000000,1533081674,00:57.3,1533081657,01:13.8,1533081674,0.039999962,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.14.800,00.01.14.80,1,0,0,0,JN_043,JOB36730,0,9,0,0,0,118213,5730,0,BATCH_D,1121,0,0,0,0,1,118213,7476,MS1,0,0,1112,JES2,USER2,01:14.8,2018-08-01-00.01.14.000000,1533081675,00:57.3,1533081657,01:14.8,1533081675,0.039999962,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.16.430,00.01.16.43,1,0,0,0,JN_043,JOB36731,0,9,0,0,0,118213,5810,0,BATCH_D,1168,0,0,0,0,1,118213,7640,MS1,0,0,1159,JES2,USER2,01:16.4,2018-08-01-00.01.16.000000,1533081676,00:58.1,1533081658,01:16.4,1533081676,0.029999971,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.17.310,00.01.17.31,1,0,0,0,JN_043,JOB36732,0,9,0,0,0,118213,5812,0,BATCH_D,1093,0,0,0,0,1,118213,7729,MS1,0,0,1084,JES2,USER2,01:17.3,2018-08-01-00.01.17.000000,1533081677,00:58.1,1533081658,01:17.3,1533081677,0.020000219,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.18.220,00.01.18.22,1,0,0,0,JN_043,JOB36734,1,9,0,0,0,118213,5815,0,BATCH_D,1184,0,0,0,0,1,118213,7820,MS1,0,0,1175,JES2,USER2,01:18.2,2018-08-01-00.01.18.000000,1533081678,00:58.1,1533081658,01:18.2,1533081678,0.019999981,0,0,1,2018/7/31
200,2018/8/1,2018-08-01-00.01.19.100,00.01.19.10,1,0,0,0,JN_043,JOB36737,0,9,0,0,0,118213,5825,0,BATCH_D,1229,0,0,0,0,1,118213,7904,MS1,0,0,1220,JES2,USER2,01:19.0,2018-08-01-00.01.19.000000,1533081679,00:58.2,1533081658,01:19.1,1533081679,0.059999943,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.20.750,00.01.20.75,1,0,0,0,JN_043,JOB36738,0,9,0,0,0,118213,5902,0,BATCH_D,1021,0,0,0,0,1,118213,8074,MS1,0,0,1012,JES2,USER2,01:20.7,2018-08-01-00.01.20.000000,1533081681,00:59.0,1533081659,01:20.7,1533081681,0.010000229,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.21.680,00.01.21.68,1,0,0,0,JN_043,JOB36739,0,9,0,0,0,118213,5904,0,BATCH_D,1348,1,0,0,0,1,118213,8164,MS1,0,0,1339,JES2,USER2,01:21.6,2018-08-01-00.01.21.000000,1533081682,00:59.0,1533081659,01:21.7,1533081682,0.039999962,0,0,1,2018/7/31
200,2018/8/1,2018-08-01-00.01.22.510,00.01.22.51,1,0,0,0,JN_043,JOB36742,1,9,0,0,0,118213,5906,0,BATCH_D,1086,0,0,0,0,1,118213,8248,MS1,0,0,1077,JES2,USER2,01:22.5,2018-08-01-00.01.22.000000,1533081682,00:59.1,1533081659,01:22.5,1533081683,0.03000021,0,0,1,2018/7/31
200,2018/8/1,2018-08-01-00.01.24.200,00.01.24.20,1,0,0,0,JN_043,JOB36746,0,9,0,0,0,118213,5915,0,BATCH_D,1288,0,0,0,0,1,118213,8417,MS1,0,0,1279,JES2,USER2,01:24.2,2018-08-01-00.01.24.000000,1533081684,00:59.1,1533081659,01:24.2,1533081684,0.03000021,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.24.850,00.01.24.85,1,0,0,0,JN_043,JOB36747,0,9,0,0,0,118213,5997,0,BATCH_D,1135,0,0,0,0,1,118213,8481,MS1,0,0,1126,JES2,USER2,01:24.8,2018-08-01-00.01.24.000000,1533081685,01:00.0,1533081660,01:24.8,1533081685,0.039999962,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.41.200,00.01.41.20,1,0,0,0,JN_044,JOB37535,0,28,0,0,0,118213,9936,0,BATCH_D,1490,0,0,0,0,1,118213,10116,MS1,0,0,1462,JES2,USER1,01:41.2,2018-08-01-00.01.41.000000,1533081701,01:39.4,1533081699,01:41.2,1533081701,0.039999962,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.42.050,00.01.42.05,1,0,0,0,JN_044,JOB37540,1,14,0,0,0,118213,9974,0,BATCH_D,1120,0,0,0,0,1,118213,10202,MS1,0,0,1106,JES2,USER1,01:42.0,2018-08-01-00.01.42.000000,1533081702,01:39.7,1533081700,01:42.1,1533081702,0.029999971,0,0,1,2018/7/31
200,2018/8/1,2018-08-01-00.01.42.900,00.01.42.90,1,0,0,0,JN_044,JOB37544,1,14,0,0,0,118213,10047,0,BATCH_D,1277,0,0,0,0,1,118213,10287,MS1,0,0,1263,JES2,USER1,01:42.9,2018-08-01-00.01.42.000000,1533081703,01:40.5,1533081700,01:42.9,1533081703,0.029999971,0,0,1,2018/7/31
200,2018/8/1,2018-08-01-00.01.43.780,00.01.43.78,1,0,0,0,JN_044,JOB37553,0,58,0,0,0,118213,10143,0,BATCH_D,2926,0,0,0,0,1,118213,10375,MS1,0,0,2868,JES2,USER1,01:43.7,2018-08-01-00.01.43.000000,1533081704,01:41.4,1533081701,01:43.8,1533081704,0.029999733,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.44.780,00.01.44.78,1,0,0,0,JN_044,JOB37561,0,14,0,0,0,118213,10212,0,BATCH_D,1341,0,0,0,0,1,118213,10474,MS1,0,0,1327,JES2,USER1,01:44.7,2018-08-01-00.01.44.000000,1533081705,01:42.1,1533081702,01:44.8,1533081705,0.039999962,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.45.590,00.01.45.59,1,0,0,0,JN_044,JOB37562,0,14,0,0,0,118213,10291,0,BATCH_D,1216,0,0,0,0,1,118213,10556,MS1,0,0,1202,JES2,USER1,01:45.6,2018-08-01-00.01.45.000000,1533081706,01:42.9,1533081703,01:45.6,1533081706,0.03000021,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.47.270,00.01.47.27,1,0,0,0,JN_044,JOB37563,1,14,0,0,0,118213,10295,0,BATCH_D,1002,0,0,0,0,1,118213,10721,MS1,0,0,988,JES2,USER1,01:47.2,2018-08-01-00.01.47.000000,1533081707,01:42.9,1533081703,01:47.3,1533081707,0.06000042,0,0,1,2018/7/31
200,2018/8/1,2018-08-01-00.01.48.120,00.01.48.12,1,0,0,0,JN_044,JOB37578,0,14,0,0,0,118213,10298,0,BATCH_D,1077,0,0,0,0,1,118213,10811,MS1,0,0,1063,JES2,USER1,01:48.1,2018-08-01-00.01.48.000000,1533081708,01:43.0,1533081703,01:48.1,1533081708,0.009999752,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.49.000,00.01.49.00,1,0,0,0,JN_044,JOB37579,1,14,0,0,0,118213,10379,0,BATCH_D,1259,0,0,0,0,1,118213,10895,MS1,0,0,1245,JES2,USER1,01:48.9,2018-08-01-00.01.48.000000,1533081709,01:43.8,1533081704,01:49.0,1533081709,0.049999952,0,0,1,2018/7/31
200,2018/8/1,2018-08-01-00.01.49.850,00.01.49.85,1,0,0,0,JN_044,JOB37588,0,14,0,0,0,118213,10382,0,BATCH_D,1168,0,0,0,0,1,118213,10980,MS1,0,0,1154,JES2,USER1,01:49.8,2018-08-01-00.01.49.000000,1533081710,01:43.8,1533081704,01:49.8,1533081710,0.049999952,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.50.660,00.01.50.66,1,0,0,0,JN_044,JOB37597,0,14,0,0,0,118213,10478,0,BATCH_D,1058,0,0,0,0,1,118213,11065,MS1,0,0,1044,JES2,USER1,01:50.6,2018-08-01-00.01.50.000000,1533081711,01:44.8,1533081705,01:50.7,1533081711,0.010000229,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.51.550,00.01.51.55,1,0,0,0,JN_044,JOB37598,0,13,0,0,0,118213,10555,0,BATCH_D,1066,0,0,0,0,1,118213,11148,MS1,0,0,1053,JES2,USER1,01:51.5,2018-08-01-00.01.51.000000,1533081711,01:45.5,1533081706,01:51.5,1533081712,0.070000172,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.53.300,00.01.53.30,1,0,0,0,JN_044,JOB37599,0,13,0,0,0,118213,10560,0,BATCH_D,1096,0,0,0,0,1,118213,11326,MS1,0,0,1083,JES2,USER1,01:53.3,2018-08-01-00.01.53.000000,1533081713,01:45.6,1533081706,01:53.3,1533081713,0.039999962,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.54.190,00.01.54.19,1,0,0,0,JN_044,JOB37607,1,13,0,0,0,118213,10642,0,BATCH_D,1006,0,0,0,0,1,118213,11418,MS1,0,0,993,JES2,USER1,01:54.2,2018-08-01-00.01.54.000000,1533081714,01:46.4,1533081706,01:54.2,1533081714,0.00999999,0,0,1,2018/7/31
200,2018/8/1,2018-08-01-00.01.55.040,00.01.55.04,1,0,0,0,JN_044,JOB37610,0,13,0,0,0,118213,10650,0,BATCH_D,1166,0,0,0,0,1,118213,11500,MS1,0,0,1153,JES2,USER1,01:55.0,2018-08-01-00.01.55.000000,1533081715,01:46.5,1533081707,01:55.0,1533081715,0.039999962,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.56.930,00.01.56.93,1,0,0,0,JN_044,JOB37611,1,13,0,0,0,118213,10728,0,BATCH_D,1022,0,0,0,0,1,118213,11692,MS1,0,0,1009,JES2,USER1,01:56.9,2018-08-01-00.01.56.000000,1533081717,01:47.3,1533081707,01:56.9,1533081717,0.009999752,0,0,1,2018/7/31
200,2018/8/1,2018-08-01-00.01.57.890,00.01.57.89,1,0,0,0,JN_044,JOB37613,0,13,0,0,0,118213,10732,0,BATCH_D,1290,0,0,0,0,1,118213,11781,MS1,0,0,1277,JES2,USER1,01:57.8,2018-08-01-00.01.57.000000,1533081718,01:47.3,1533081707,01:57.9,1533081718,0.079999924,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.58.770,00.01.58.77,1,0,0,0,JN_044,JOB37614,0,13,0,0,0,118213,10812,0,BATCH_D,1115,0,0,0,0,1,118213,11870,MS1,0,0,1102,JES2,USER1,01:58.7,2018-08-01-00.01.58.000000,1533081719,01:48.1,1533081708,01:58.8,1533081719,0.069999933,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.59.650,00.01.59.65,1,0,0,0,JN_044,JOB37615,0,13,0,0,0,118213,10814,0,BATCH_D,1128,0,0,0,0,1,118213,11960,MS1,0,0,1115,JES2,USER1,01:59.6,2018-08-01-00.01.59.000000,1533081720,01:48.1,1533081708,01:59.6,1533081720,0.049999952,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.02.02.260,00.02.02.26,1,0,0,0,JN_044,JOB37618,0,13,0,0,0,118213,10899,0,BATCH_D,983,0,0,0,0,1,118213,12221,MS1,0,0,970,JES2,USER1,02:02.2,2018-08-01-00.02.02.000000,1533081722,01:49.0,1533081709,02:02.3,1533081722,0.050000191,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.02.03.980,00.02.03.98,1,0,0,0,JN_044,JOB37620,1,14,0,0,0,118213,10980,0,BATCH_D,1218,0,0,0,0,1,118213,12395,MS1,0,0,1204,JES2,USER1,02:03.9,2018-08-01-00.02.03.000000,1533081724,01:49.8,1533081710,02:04.0,1533081724,0.029999971,0,0,1,2018/7/31
200,2018/8/1,2018-08-01-00.02.05.720,00.02.05.72,1,0,0,0,JN_044,JOB37625,0,14,0,0,0,118213,10986,0,BATCH_D,1186,0,0,0,0,1,118213,12570,MS1,0,0,1172,JES2,USER1,02:05.7,2018-08-01-00.02.05.000000,1533081726,01:49.9,1533081710,02:05.7,1533081726,0.019999981,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.00.850,00.01.00.85,1,0,0,0,JN_045,JOB36263,0,9,0,0,0,118212,8637016,0,BATCH_D,1209,1,0,0,0,1,118213,6082,MS1,0,0,1200,JES2,USER1,01:00.8,2018-08-01-00.01.00.000000,1533081661,59:30.2,1533081570,01:00.8,1533081661,0.029999971,0,0,1,2018/7/31
200,2018/8/1,2018-08-01-00.01.04.470,00.01.04.47,1,0,0,0,JN_045,JOB36264,1,9,0,0,0,118212,8637021,0,BATCH_D,1025,0,0,0,0,1,118213,6447,MS1,0,0,1016,JES2,USER2,01:04.5,2018-08-01-00.01.04.000000,1533081664,59:30.2,1533081570,01:04.5,1533081664,0,0,0,1,2018/7/31
200,2018/8/1,2018-08-01-00.01.06.180,00.01.06.18,1,0,0,0,JN_045,JOB36269,0,9,0,0,0,118212,8637025,0,BATCH_D,1098,0,0,0,0,1,118213,6617,MS1,0,0,1089,JES2,USER2,01:06.2,2018-08-01-00.01.06.000000,1533081666,59:30.2,1533081570,01:06.2,1533081666,0.010000229,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.07.780,00.01.07.78,1,0,0,0,JN_045,JOB36270,0,9,0,0,0,118212,8637089,0,BATCH_D,1208,0,0,0,0,1,118213,6776,MS1,0,0,1199,JES2,USER2,01:07.8,2018-08-01-00.01.07.000000,1533081668,59:30.9,1533081571,01:07.8,1533081668,0.019999981,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.08.630,00.01.08.63,1,0,0,0,JN_045,JOB36275,0,9,0,0,0,118212,8637093,0,BATCH_D,1105,0,0,0,0,1,118213,6862,MS1,0,0,1096,JES2,USER2,01:08.6,2018-08-01-00.01.08.000000,1533081669,59:30.9,1533081571,01:08.6,1533081669,0.010000229,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.08.760,00.01.08.76,1,0,0,0,JN_045,JOB36284,0,9,0,0,0,118212,8637157,0,BATCH_D,1181,0,0,0,0,1,118213,6872,MS1,0,0,1172,JES2,USER2,01:08.7,2018-08-01-00.01.08.000000,1533081669,59:31.6,1533081572,01:08.8,1533081669,0.039999962,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.10.350,00.01.10.35,1,0,0,0,JN_045,JOB36285,0,9,0,0,0,118212,8637217,0,BATCH_D,1149,1,0,0,0,1,118213,7032,MS1,0,0,1140,JES2,USER2,01:10.3,2018-08-01-00.01.10.000000,1533081670,59:32.2,1533081572,01:10.3,1533081670,0.03000021,0,0,1,2018/7/31
200,2018/8/1,2018-08-01-00.01.12.150,00.01.12.15,1,0,0,0,JN_045,JOB36290,0,9,0,0,0,118212,8637224,0,BATCH_D,1106,1,0,0,0,1,118213,7210,MS1,0,0,1097,JES2,USER2,01:12.1,2018-08-01-00.01.12.000000,1533081672,59:32.2,1533081572,01:12.2,1533081672,0.050000191,0,0,1,2018/7/31
200,2018/8/1,2018-08-01-00.01.14.710,00.01.14.71,1,0,0,0,JN_045,JOB36291,0,9,0,0,0,118212,8637301,0,BATCH_D,1131,1,0,0,0,1,118213,7470,MS1,0,0,1122,JES2,USER2,01:14.7,2018-08-01-00.01.14.000000,1533081675,59:33.0,1533081573,01:14.7,1533081675,0.00999999,0,0,1,2018/7/31
200,2018/8/1,2018-08-01-00.01.15.560,00.01.15.56,1,0,0,0,JN_045,JOB36295,0,9,0,0,0,118212,8637306,0,BATCH_D,1134,1,0,0,0,1,118213,7555,MS1,0,0,1125,JES2,USER2,01:15.5,2018-08-01-00.01.15.000000,1533081676,59:33.1,1533081573,01:15.6,1533081676,0.009999752,0,0,1,2018/7/31
200,2018/8/1,2018-08-01-00.01.16.500,00.01.16.50,1,0,0,0,JN_045,JOB36296,0,9,0,0,0,118212,8637375,0,BATCH_D,1162,0,0,0,0,1,118213,7646,MS1,0,0,1153,JES2,USER2,01:16.5,2018-08-01-00.01.16.000000,1533081676,59:33.8,1533081574,01:16.5,1533081677,0.039999962,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.17.360,00.01.17.36,1,0,0,0,JN_045,JOB36301,0,18,0,0,0,118212,8637379,0,BATCH_D,1566,1,0,0,0,1,118213,7735,MS1,0,0,1548,JES2,USER2,01:17.3,2018-08-01-00.01.17.000000,1533081677,59:33.8,1533081574,01:17.4,1533081677,0.009999752,0,0,1,2018/7/31
200,2018/8/1,2018-08-01-00.01.18.270,00.01.18.27,1,0,0,0,JN_045,JOB36309,0,9,0,0,0,118212,8637452,0,BATCH_D,1062,0,0,0,0,1,118213,7825,MS1,0,0,1053,JES2,USER2,01:18.2,2018-08-01-00.01.18.000000,1533081678,59:34.5,1533081575,01:18.3,1533081678,0.020000458,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.19.930,00.01.19.93,1,0,0,0,JN_045,JOB36310,0,9,0,0,0,118212,8637527,0,BATCH_D,1031,1,0,0,0,1,118213,7987,MS1,0,0,1022,JES2,USER2,01:19.9,2018-08-01-00.01.19.000000,1533081680,59:35.3,1533081575,01:19.9,1533081680,0.059999704,0,0,1,2018/7/31
200,2018/8/1,2018-08-01-00.01.20.820,00.01.20.82,1,0,0,0,JN_045,JOB36315,0,9,0,0,0,118212,8637530,0,BATCH_D,1137,0,0,0,0,1,118213,8077,MS1,0,0,1128,JES2,USER2,01:20.8,2018-08-01-00.01.20.000000,1533081681,59:35.3,1533081575,01:20.8,1533081681,0.049999952,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.22.460,00.01.22.46,1,0,0,0,JN_045,JOB36316,0,9,0,0,0,118212,8637590,0,BATCH_D,988,0,0,0,0,1,118213,8242,MS1,0,0,979,JES2,USER2,01:22.4,2018-08-01-00.01.22.000000,1533081682,59:35.9,1533081576,01:22.5,1533081682,0.039999962,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.01.23.310,00.01.23.31,1,0,0,0,JN_045,JOB36319,0,9,0,0,0,118212,8637593,0,BATCH_D,1004,0,0,0,0,1,118213,8330,MS1,0,0,995,JES2,USER2,01:23.3,2018-08-01-00.01.23.000000,1533081683,59:35.9,1533081576,01:23.3,1533081683,0.010000229,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.04.30.800,00.04.30.80,1,0,0,0,JN_046,JOB38426,0,15,0,0,0,118213,20731,0,BATCH_D,1288,63,0,0,0,1,118213,27075,MS1,0,0,1273,JES2,USER1,04:30.7,2018-08-01-00.04.30.000000,1533081871,03:27.3,1533081807,04:30.8,1533081871,0.049999714,0,0,63,2018/7/31
200,2018/8/1,2018-08-01-00.04.32.470,00.04.32.47,1,0,0,0,JN_046,JOB38434,0,15,0,0,0,118213,20804,0,BATCH_D,1256,0,0,0,0,1,118213,27245,MS1,0,0,1241,JES2,USER1,04:32.4,2018-08-01-00.04.32.000000,1533081872,03:28.0,1533081808,04:32.5,1533081872,0.020000219,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.04.42.660,00.04.42.66,1,0,0,0,JN_047,JOB38440,1,9,0,0,0,118213,20856,0,BATCH_D,1263,10,0,0,0,1,118213,28263,MS1,0,0,1254,JES2,USER1,04:42.6,2018-08-01-00.04.42.000000,1533081883,03:28.6,1533081809,04:42.7,1533081883,0.029999971,0,0,11,2018/7/31
200,2018/8/1,2018-08-01-00.04.43.590,00.04.43.59,1,0,0,0,JN_048,JOB38446,0,9,0,0,0,118213,21118,0,BATCH_D,1215,0,0,0,0,1,118213,28353,MS1,0,0,1206,JES2,USER1,04:43.5,2018-08-01-00.04.43.000000,1533081884,03:31.2,1533081811,04:43.6,1533081884,0.060000181,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.04.57.580,00.04.57.58,1,0,0,0,JN_049,JOB38451,0,15,0,0,0,118213,21176,0,BATCH_D,1291,13,0,0,0,1,118213,29757,MS1,0,0,1276,JES2,USER1,04:57.6,2018-08-01-00.04.57.000000,1533081898,03:31.8,1533081812,04:57.6,1533081898,0.00999999,0,0,13,2018/7/31
200,2018/8/1,2018-08-01-00.04.58.730,00.04.58.73,1,0,0,0,JN_050,JOB38452,0,15,0,0,0,118213,21237,0,BATCH_D,1222,0,0,0,0,1,118213,29870,MS1,0,0,1207,JES2,USER1,04:58.7,2018-08-01-00.04.58.000000,1533081899,03:32.4,1533081812,04:58.7,1533081899,0.029999733,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.04.59.610,00.04.59.61,1,0,0,0,JN_051,JOB38453,0,30,0,0,0,118213,21242,0,BATCH_D,1527,0,0,0,0,1,118213,29957,MS1,0,0,1497,JES2,USER1,04:59.6,2018-08-01-00.04.59.000000,1533081900,03:32.4,1533081812,04:59.6,1533081900,0.039999962,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.05.10.420,00.05.10.42,1,0,0,0,JN_052,JOB38456,0,17,0,0,0,118213,21245,0,BATCH_D,1370,0,0,0,0,1,118213,31040,MS1,0,0,1353,JES2,USER1,05:10.4,2018-08-01-00.05.10.000000,1533081910,03:32.4,1533081812,05:10.4,1533081910,0.019999981,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.05.14.070,00.05.14.07,1,0,0,0,JN_053,JOB38459,0,17,0,0,0,118213,21316,0,BATCH_D,1321,0,0,0,0,1,118213,31406,MS1,0,0,1304,JES2,USER1,05:14.1,2018-08-01-00.05.14.000000,1533081914,03:33.2,1533081813,05:14.1,1533081914,0.010000229,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.05.17.110,00.05.17.11,1,0,0,0,JN_054,JOB38460,1,17,0,0,0,118213,21319,0,BATCH_D,1211,0,0,0,0,1,118213,31704,MS1,0,0,1194,JES2,USER1,05:17.0,2018-08-01-00.05.17.000000,1533081917,03:33.2,1533081813,05:17.1,1533081917,0.070000172,0,0,1,2018/7/31
200,2018/8/1,2018-08-01-00.05.20.520,00.05.20.52,1,0,0,0,JN_055,JOB38465,0,15,0,0,0,118213,21323,0,BATCH_D,1140,0,0,0,0,1,118213,32050,MS1,0,0,1125,JES2,USER1,05:20.5,2018-08-01-00.05.20.000000,1533081921,03:33.2,1533081813,05:20.5,1533081921,0.019999981,0,0,0,2018/7/31
200,2018/8/1,2018-08-01-00.05.21.420,00.05.21.42,1,0,0,0,JN_056,JOB38468,1,175,0,0,0,118213,21405,0,BATCH_D,9279,0,0,0,0,1,118213,32138,MS1,0,0,9104,JES2,USER1,05:21.4,2018-08-01-00.05.21.000000,1533081921,03:34.0,1533081814,05:21.4,1533081921,0.039999962,0,0,1,2018/7/31
200,2018/8/1,2018-08-01-00.05.32.230,00.05.32.23,1,0,0,0,JN_057,JOB38470,0,14,0,0,0,118213,21407,0,BATCH_D,1074,8,0,0,0,1,118213,33222,MS1,0,0,1060,JES2,USER1,05:32.2,2018-08-01-00.05.32.000000,1533081932,03:34.1,1533081814,05:32.2,1533081932,0.00999999,0,0,8,2018/7/31
200,2018/8/1,2018-08-01-00.05.40.520,00.05.40.52,1,0,0,0,JN_058,JOB38471,0,14,0,0,0,118213,21492,0,BATCH_D,1100,7,0,0,0,1,118213,34051,MS1,0,0,1086,JES2,USER1,05:40.5,2018-08-01-00.05.40.000000,1533081941,03:34.9,1533081815,05:40.5,1533081941,0.009999752,0,0,7,2018/7/31
200,2018/8/1,2018-08-01-00.05.42.350,00.05.42.35,1,0,0,0,JN_059,JOB38475,0,14,0,0,0,118213,21497,0,BATCH_D,1186,0,0,0,0,1,118213,34231,MS1,0,0,1172,JES2,USER1,05:42.3,2018-08-01-00.05.42.000000,1533081942,03:35.0,1533081815,05:42.3,1533081942,0.039999962,0,0,0,2018/7/31
